L1078	35000	100000	130000
L1079	15000	55000	75000
L1080	3000	75000	100000
L1081	52000	85000	115000
L1082	3000	10000	20000
L1083	20000	100000	120000
L1084	5000	65000	90000
L1085	3000	40000	60000
L1086	3000	25000	40000
L1087	3000	35000	45000
L1088	3000	20000	35000
L1089	5000	45000	60000
L1090	36000	90000	120000
L1091	16000	35000	50000
L1092	3000	22000	35000
L1093	3000	20000	30000
L1094	3000	55000	85000
L1095	5000	40000	50000
L1096	16000	50000	65000
L1097	9000	30000	40000
L1098	5000	75000	100000
L1099	50000	110000	130000
L1100	30000	110000	140000
L1101	3000	12000	25000
L1102	25000	110000	130000
L1103	24000	75000	95000
L1104	5000	65000	80000
L1105	5000	40000	50000
L1106	15000	40000	60000
L1107	16000	80000	100000
L1108	5000	35000	50000
L1109	5000	55000	85000
L1110	5000	20000	25000
L1111	18000	70000	90000
L1112	20000	75000	95000
L1113	15000	75000	100000
L1114	5000	55000	80000
L1115	5000	80000	100000
L1116	10000	40000	50000
L1117	25000	150000	200000
L1118	28000	110000	140000
L1119	90000	130000	170000
L1120	9000	20000	30000
L1121	3000	30000	50000
L1122	11000	45000	60000
L1123	90000	115000	145000
L1124	12000	40000	55000
L1125	3000	25000	30000
L1126	50000	120000	150000
L1127	50000	210000	260000
L1128	5000	35000	50000
L1129	2000	40000	75000
L1130	20000	125000	180000
L1131	10000	75000	110000
L1132	18000	55000	80000
L1133	3000	25000	35000
L1134	3000	30000	40000
L1135	5000	50000	80000
L1136	16000	35000	50000
L1137	5000	50000	60000
L1138	90000	200000	250000
L1139	5000	60000	75000
L1140	32000	95000	120000
L1141	5000	60000	75000
L1142	3000	25000	30000
L1143	20000	70000	90000
L1144	15000	35000	45000
L1145	5000	35000	45000
L1146	3000	20000	30000
L1147	16000	40000	55000
L1148	3000	20000	30000
L1149	10000	50000	75000
L1150	60000	100000	140000
L1151	20000	130000	160000
L1152	24000	100000	125000
L1153	3000	35000	45000
L1154	25000	55000	65000
L1155	5000	30000	40000
L1156	15000	40000	50000
L1157	14000	75000	90000
L1158	45000	65000	85000
L1159	5000	45000	60000
L1160	15000	125000	160000
L1161	3000	35000	45000
L1162	10000	23000	32000
L1163	5000	42000	55000
L1164	5000	45000	55000
L1165	19000	100000	125000
L1166	5000	55000	75000
L1167	6000	45000	60000
L1168	60000	125000	150000
L1169	10000	60000	80000
L1170	35000	150000	200000
L1171	3000	15000	30000
L1172	5000	30000	40000
L1173	65000	120000	155000
L1174	18000	80000	100000
L1175	5000	30000	45000
L1176	3000	40000	55000
L1177	5000	40000	55000
L1178	3000	30000	50000
L1179	15000	50000	65000
L1180	100000	150000	190000
L1181	90000	145000	165000
L1182	5000	50000	65000
L1183	3000	50000	65000
L1184	10000	65000	80000
L1185	15000	120000	170000
L1186	5000	35000	50000
L1187	3000	15000	25000
L1188	5000	35000	50000
L1189	3000	30000	50000
L1190	2000	15000	25000
L1191	10000	50000	65000
L1192	6000	30000	45000
L1193	10000	85000	110000
L1194	35000	80000	100000
L1195	25000	80000	100000
L1196	10000	55000	70000
L1197	5000	50000	60000
L1198	5000	30000	40000
L1199	10000	70000	85000
L1200	1000	12000	20000
L1201	5000	30000	40000
L1202	5000	35000	55000
L1203	75000	110000	140000
L1204	5000	20000	30000
L1205	24000	125000	150000
L1206	70000	125000	155000
L1207	16000	115000	145000
L1208	5000	40000	50000
L1209	23000	80000	100000
L1210	10000	35000	50000
L1211	0	20000	30000
L1212	5000	45000	65000
L1213	80000	110000	145000
L1214	20000	130000	190000
L1215	10000	65000	95000
L1216	5000	60000	80000
L1217	20000	80000	100000
L1218	19000	90000	110000
L1219	10000	80000	100000
L1220	5000	60000	90000
L1221	5000	80000	110000
L1222	3000	35000	55000
L1223	50000	90000	120000
L1224	5000	40000	55000
L1225	14000	75000	110000
L1226	6000	50000	65000
L1227	20000	55000	75000
L1228	18000	55000	70000
L1229	45000	80000	100000
L1230	3000	25000	30000
L1231	5000	45000	60000
L1232	12000	50000	60000
L1233	3000	20000	30000
L1234	25000	65000	85000
L1235	15000	115000	150000
L1236	3000	50000	65000
L1237	18000	125000	160000
L1238	1000	15000	20000
L1239	3000	30000	40000
L1240	86000	300000	350000
L1241	3000	25000	35000
L1242	14000	75000	100000
L1243	50000	120000	160000
L1244	6000	25000	40000
L1245	2000	30000	40000
L1246	5000	50000	60000
L1247	3000	25000	50000
L1248	3000	55000	70000
L1249	5000	70000	100000
L1250	50000	140000	200000
L1251	5000	85000	110000
L1252	25000	95000	120000
L1253	3000	40000	60000
L1254	5000	40000	55000
L1255	12000	50000	60000
L1256	50000	150000	200000
L1257	9000	40000	50000
L1258	3000	40000	60000
L1259	35000	100000	140000
L1260	3000	40000	55000
L1261	3000	25000	35000
L1262	45000	70000	85000
L1263	3000	20000	35000
L1264	25000	110000	135000
L1265	5000	55000	70000
L1266	10000	85000	120000
L1267	3000	35000	50000
L1268	3000	35000	50000
L1269	40000	70000	85000
L1270	3000	25000	32000
L1271	9000	45000	60000
L1272	20000	80000	100000
L1273	18000	80000	100000
L1274	3000	55000	75000
L1275	5000	25000	35000
L1276	5000	35000	45000
L1277	20000	80000	100000
L1278	25000	80000	100000
L1279	5000	22000	30000
L1280	5000	30000	45000
L1281	14000	60000	80000
L1282	16000	150000	200000
L1283	2500	9000	12000
L1284	10000	65000	80000
L1285	5000	55000	75000
L1286	3000	60000	75000
L1287	3000	30000	45000
L1288	48000	75000	100000
L1289	3000	20000	30000
L1290	17000	35000	50000
L1291	3000	45000	60000
L1292	24000	100000	130000
L1293	20000	70000	90000
L1294	3000	30000	40000
L1295	9000	45000	60000
L1296	3000	30000	45000
L1297	15000	145000	180000
L1298	105000	140000	190000
L1299	3000	35000	45000
L1300	29000	100000	135000
L1301	2000	35000	50000
L1302	3000	35000	50000
L1303	40000	75000	95000
L1304	5000	55000	75000
L1305	2000	40000	50000
L1306	5000	50000	75000
L1307	10000	90000	120000
L1308	20000	100000	120000
L1309	5000	45000	60000
L1310	5000	40000	55000
L1311	25000	100000	120000
L1312	3000	20000	30000
L1313	25000	140000	175000
L1314	5000	35000	50000
L1315	5000	30000	40000
L1316	3000	20000	30000
L1317	2000	25000	30000
L1318	10000	100000	125000
L1319	11000	35000	45000
L1320	2000	20000	30000
L1321	10000	80000	100000
L1322	5000	25000	35000
L1323	3000	45000	55000
L1324	30000	80000	100000
L1325	2000	30000	40000
L1326	20000	100000	120000
L1327	3000	40000	60000
L1328	5000	50000	60000
L1329	34000	220000	300000
L1330	5000	70000	90000
L1331	15000	50000	65000
L1332	14000	70000	90000
L1333	3000	50000	65000
L1334	3000	27000	35000
L1335	10000	100000	130000
L1336	6000	30000	40000
L1337	8000	50000	65000
L1338	32000	75000	100000
L1339	5000	50000	65000
L1340	5000	37000	48000
L1341	6000	50000	65000
L1342	3000	50000	75000
L1343	48000	130000	170000
L1344	6000	40000	50000
L1345	5000	80000	100000
L1346	30000	95000	115000
L1347	6000	80000	100000
L1348	13000	80000	100000
L1349	3000	30000	55000
L1350	3000	20000	30000
L1351	27000	65000	80000
L1352	14000	150000	190000
L1353	3000	60000	80000
L1354	50000	150000	250000
L1355	2000	25000	30000
L1356	3000	20000	25000
L1357	21000	75000	100000
L1358	3000	25000	30000
L1359	10000	80000	100000
L1360	5000	40000	50000
L1361	3000	50000	70000
L1362	26000	75000	100000
L1363	10000	60000	75000
L1364	5000	50000	65000
L1365	25000	50000	65000
L1366	9000	45000	60000
L1367	31000	80000	95000
L1368	10000	65000	80000
L1369	16000	150000	180000
L1370	2000	60000	75000
L1371	20000	130000	170000
L1372	5000	200000	250000
L1373	3000	70000	90000
L1374	10000	50000	65000
L1375	20000	80000	100000
L1376	10000	100000	150000
L1377	5000	45000	60000
L1378	5000	45000	55000
L1379	10000	60000	75000
L1380	3000	30000	45000
L1381	2000	20000	30000
L1382	12000	55000	75000
L1383	5000	50000	60000
L1384	17000	65000	80000
L1385	6000	20000	35000
L1386	3000	30000	40000
L1387	3000	65000	80000
L1388	110000	290000	340000
L1389	10000	100000	150000
L1390	20000	60000	75000
L1391	25000	130000	160000
L1392	9000	45000	60000
L1393	10000	70000	100000
L1394	9000	90000	120000
L1395	3000	35000	50000
L1396	25000	100000	130000
L1397	3000	17500	25000
L1398	3000	20000	35000
L1399	25000	175000	225000
L1400	5000	60000	90000
L1401	16000	135000	170000
L1402	3000	35000	55000
L1403	3000	50000	65000
L1404	25000	90000	120000
L1405	29000	90000	120000
L1406	2000	45000	60000
L1407	5000	65000	80000
L1408	15000	60000	90000
L1409	24000	70000	90000
L1410	36000	110000	140000
L1411	26000	120000	150000
L1412	10000	40000	50000
L1413	10000	50000	70000
L1414	5000	40000	50000
L1415	72000	110000	140000
L1416	3000	50000	70000
L1417	24000	65000	85000
L1418	5000	40000	50000
L1419	15000	75000	90000
L1420	5000	45000	65000
L1421	3000	35000	50000
L1422	3000	55000	70000
L1423	48000	90000	130000
L1424	28000	80000	100000
L1425	3000	55000	70000
L1426	15000	80000	120000
L1427	4000	55000	80000
L1428	10000	80000	100000
L1429	15000	40000	50000
L1430	10000	60000	80000
L1431	5000	45000	60000
L1432	5000	20000	30000
L1433	3000	45000	65000
L1434	45000	85000	100000
L1435	50000	150000	200000
L1436	5000	30000	50000
L1437	5000	30000	40000
L1438	15000	75000	100000
L1439	5000	35000	50000
L1440	2000	25000	35000
L1441	25000	85000	105000
L1442	6000	65000	80000
L1443	19000	65000	80000
L1444	3000	35000	50000
L1445	5000	35000	50000
L1446	19000	40000	60000
L1447	60000	140000	170000
L1448	35000	110000	140000
L1449	4000	35000	45000
L1450	3000	50000	65000
L1451	3000	25000	35000
L1452	10000	80000	100000
L1453	40000	120000	150000
L1454	22000	120000	150000
L1455	3000	50000	65000
L1456	15000	50000	65000
L1457	15000	50000	75000
L1458	5000	25000	33000
L1459	5000	80000	130000
L1460	25000	70000	90000
L1461	15000	80000	100000
L1462	3000	40000	55000
L1463	25000	125000	175000
L1464	40000	120000	160000
L1465	12000	45000	60000
L1466	15000	75000	120000
L1467	3000	65000	80000
L1468	36000	180000	220000
L1469	6000	40000	50000
L1470	3000	25000	35000
L1471	5000	35000	60000
L1472	5000	35000	45000
L1473	28000	100000	150000
L1474	40000	140000	180000
L1475	35000	100000	150000
L1476	9000	60000	75000
L1477	40000	80000	100000
L1478	9000	90000	120000
L1479	19000	80000	120000
L1480	4000	30000	40000
L1481	50000	160000	200000
L1482	3000	20000	30000
L1483	16000	80000	100000
L1484	25000	120000	150000
L1485	5000	65000	100000
L1486	3000	20000	30000
L1487	50000	110000	140000
L1488	2000	30000	40000
L1489	12000	80000	100000
L1490	2000	20000	25000
L1491	2000	25000	35000
L1492	17000	60000	75000
L1493	5000	23000	30000
L1494	10000	50000	65000
L1495	13000	75000	100000
L1496	78000	150000	180000
L1497	5000	65000	80000
L1498	3000	25000	35000
L1499	9000	60000	75000
L1500	95000	250000	320000
L1501	9000	35000	45000
L1502	32000	55000	75000
L1503	5000	35000	50000
L1504	5000	30000	40000
L1505	10000	55000	75000
L1506	30000	120000	150000
L1507	5000	30000	40000
L1508	3000	20000	30000
L1509	20000	80000	100000
L1510	9000	20000	30000
L1511	5000	65000	80000
L1512	15000	65000	80000
L1513	20000	65000	80000
L1514	5000	30000	40000
L1515	25000	80000	100000
L1516	12000	80000	100000
L1517	20000	100000	130000
L1518	5000	60000	90000
L1519	5000	100000	125000
L1520	2000	25000	35000
L1521	26000	100000	125000
L1522	6000	25000	30000
L1523	50000	100000	125000
L1524	33000	110000	150000
L1525	5000	55000	65000
L1526	3000	30000	45000
L1527	2000	30000	40000
L1528	25000	120000	150000
L1529	29000	70000	95000
L1530	20000	40000	50000
L1531	30000	130000	170000
L1532	24000	95000	120000
L1533	3000	30000	40000
L1534	16000	60000	80000
L1535	12000	30000	40000
L1536	16000	110000	150000
L1537	3000	50000	65000
L1538	3000	50000	75000
L1539	21000	140000	170000
L1540	2000	12000	20000
L1541	5000	45000	60000
L1542	5000	40000	50000
L1543	20000	75000	95000
L1544	5000	60000	80000
L1545	12000	110000	150000
L1546	5000	60000	75000
L1547	30000	55000	70000
L1548	30000	75000	95000
L1549	5000	40000	60000
L1550	10000	75000	90000
L1551	5000	40000	50000
L1552	6000	35000	55000
L1553	10000	55000	70000
L1554	15000	90000	125000
L1555	24000	100000	125000
L1556	3000	25000	35000
L1557	36000	80000	100000
L1558	18000	80000	100000
L1559	3000	45000	55000
L1560	6000	20000	30000
L1561	3000	20000	30000
L1562	35000	55000	75000
L1563	40000	250000	300000
L1564	3000	30000	50000
L1565	3000	25000	35000
L1566	3000	55000	70000
L1567	25000	105000	135000
L1568	3000	25000	35000
L1569	20000	65000	80000
L1570	48000	85000	115000
L1571	50000	100000	120000
L1572	2000	35000	45000
L1573	10000	75000	110000
L1574	5000	65000	100000
L1575	34000	75000	100000
L1576	16000	85000	130000
L1577	12000	125000	175000
L1578	50000	155000	190000
L1579	3000	25000	30000
L1580	2000	60000	80000
L1581	23000	100000	130000
L1582	25000	75000	90000
L1583	6000	75000	100000
L1584	5000	30000	40000
L1585	13000	80000	110000
L1586	20000	75000	100000
L1587	10000	140000	200000
L1588	30000	115000	140000
L1589	9000	40000	50000
L1590	15000	85000	120000
L1591	6000	70000	90000
L1592	2000	65000	90000
L1593	50000	100000	125000
L1594	5000	35000	50000
L1595	12000	60000	80000
L1596	2000	30000	40000
L1597	2000	17000	25000
L1598	5000	50000	70000
L1599	33000	110000	150000
L1600	3000	25000	35000
L1601	3000	30000	40000
L1602	28000	55000	75000
L1603	8000	45000	70000
L1604	5000	65000	90000
L1605	3000	30000	45000
L1606	9000	35000	45000
L1607	11000	80000	100000
L1608	3000	35000	55000
L1609	5000	75000	100000
L1610	20000	100000	125000
L1611	14000	80000	100000
L1612	12000	50000	60000
L1613	5000	60000	80000
L1614	10000	80000	100000
L1615	22000	60000	75000
L1616	3000	25000	45000
L1617	26000	70000	100000
L1618	2000	17000	30000
L1619	16000	90000	130000
L1620	5000	75000	95000
L1621	2000	16000	30000
L1622	6000	70000	90000
L1623	17000	80000	100000
L1624	30000	95000	125000
L1625	2000	30000	40000
L1626	6000	40000	50000
L1627	3000	20000	30000
L1628	3000	50000	70000
L1629	25000	75000	110000
L1630	18000	160000	210000
L1631	30000	65000	85000
L1632	5000	75000	90000
L1633	5000	70000	90000
L1634	3000	25000	40000
L1635	11000	80000	100000
L1636	40000	115000	150000
L1637	10000	70000	90000
L1638	10000	42000	55000
L1639	3000	40000	70000
L1640	12000	65000	80000
L1641	18000	80000	100000
L1642	10000	65000	90000
L1643	5000	35000	60000
L1644	19000	100000	150000
L1645	27000	80000	100000
L1646	12000	40000	60000
L1647	2000	30000	50000
L1648	12000	80000	130000
L1649	36000	150000	200000
L1650	5000	50000	85000
L1651	5000	30000	45000
L1652	16000	100000	130000
L1653	2000	25000	40000
L1654	8000	16000	25000
L1655	34000	60000	80000
L1656	24000	75000	100000
L1657	5000	80000	100000
L1658	3000	30000	45000
L1659	20000	70000	90000
L1660	20000	60000	85000
L1661	5000	30000	50000
L1662	5000	35000	50000
L1663	5000	60000	75000
L1664	24000	80000	100000
L1665	3000	50000	75000
L1666	30000	85000	125000
L1667	5000	45000	60000
L1668	16000	60000	80000
L1669	10000	45000	65000
L1670	15000	40000	50000
L1671	3000	40000	55000
L1672	9000	40000	50000
L1673	33000	120000	150000
L1674	5000	90000	125000
L1675	5000	75000	100000
L1676	5000	100000	150000
L1677	5000	55000	75000
L1678	40000	120000	160000
L1679	21000	60000	80000
L1680	3000	35000	45000
L1681	2000	15000	20000
L1682	30000	125000	155000
L1683	2000	25000	35000
L1684	6000	30000	40000
L1685	25000	80000	100000
L1686	3000	15000	25000
L1687	5000	65000	80000
L1688	15000	75000	115000
L1689	20000	85000	125000
L1690	18000	100000	125000
L1691	3000	35000	50000
L1692	10000	90000	130000
L1693	2000	20000	30000
L1694	15000	80000	100000
L1695	50000	120000	150000
L1696	2000	30000	40000
L1697	18000	50000	70000
L1698	5000	40000	50000
L1699	3000	25000	32000
L1700	30000	250000	375000
L1701	2000	18000	25000
L1702	10000	65000	80000
L1703	5000	55000	75000
L1704	25000	110000	140000
L1705	3000	20000	30000
L1706	3000	50000	80000
L1707	15000	65000	80000
L1708	25000	70000	90000
L1709	5000	40000	60000
L1710	25000	125000	150000
L1711	12000	70000	90000
L1712	5000	30000	40000
L1713	22000	60000	80000
L1714	9000	20000	30000
L1715	2000	20000	30000
L1716	3000	25000	40000
L1717	3000	35000	50000
L1718	20000	80000	110000
L1719	3000	40000	55000
L1720	19000	55000	70000
L1721	5000	65000	80000
L1722	22000	100000	125000
L1723	5000	35000	45000
L1724	14000	85000	110000
L1725	3000	35000	50000
L1726	12000	50000	70000
L1727	10000	65000	80000
L1728	27000	95000	120000
L1729	60000	130000	160000
L1730	3000	35000	55000
L1731	5000	60000	75000
L1732	5000	50000	75000
L1733	5000	65000	85000
L1734	30000	140000	180000
L1735	23000	75000	100000
L1736	3000	20000	30000
L1737	25000	120000	150000
L1738	3000	25000	40000
L1739	30000	80000	100000
L1740	30000	60000	80000
L1741	3000	30000	40000
L1742	5000	65000	90000
L1743	10000	45000	70000
L1744	5000	35000	50000
L1745	20000	55000	70000
L1746	25000	60000	80000
L1747	14000	45000	60000
L1748	15000	50000	70000
L1749	10000	65000	80000
L1750	3000	20000	25000
L1751	3000	25000	33000
L1752	20000	85000	115000
L1753	5000	55000	85000
L1754	3000	30000	40000
L1755	5000	20000	30000
L1756	11000	50000	100000
L1757	3000	45000	65000
L1758	15000	65000	80000
L1759	5000	65000	80000
L1760	40000	100000	130000
L1761	10000	80000	120000
L1762	30000	90000	120000
L1763	30000	120000	150000
L1764	5000	40000	52000
L1765	36000	100000	150000
L1766	5000	40000	65000
L1767	3000	28000	38000
L1768	30000	105000	135000
L1769	3000	30000	60000
L1770	32000	140000	200000
L1771	6000	25000	40000
L1772	30000	115000	155000
L1773	20000	100000	125000
L1774	20000	60000	90000
L1775	3000	22000	30000
L1776	30000	90000	115000
L1777	5000	30000	40000
L1778	2000	40000	70000
L1779	20000	105000	145000
L1780	3000	40000	60000
L1781	15000	55000	75000
L1782	3000	35000	55000
L1783	5000	50000	70000
L1784	25000	180000	230000
L1785	50000	160000	200000
L1786	3000	25000	35000
L1787	10000	55000	70000
L1788	3000	32000	45000
L1789	25000	75000	95000
L1790	20000	55000	70000
L1791	5000	20000	30000
L1792	23000	75000	100000
L1793	2000	25000	35000
L1794	30000	80000	100000
L1795	3000	55000	75000
L1796	10000	50000	70000
L1797	36000	60000	75000
L1798	4000	35000	50000
L1799	5000	45000	60000
L1800	10000	80000	100000
L1801	14000	80000	100000
L1802	3000	30000	40000
L1803	3000	35000	50000
L1804	15000	70000	90000
L1805	13000	30000	50000
L1806	16000	90000	115000
L1807	5000	75000	100000
L1808	100000	170000	220000
L1809	3000	40000	55000
L1810	26000	100000	125000
L1811	5000	50000	65000
L1812	20000	95000	125000
L1813	5000	55000	75000
L1814	3000	30000	45000
L1815	45000	60000	80000
L1816	23000	65000	90000
L1817	10000	35000	45000
L1818	3000	30000	38000
L1819	15000	80000	100000
L1820	12000	35000	50000
L1821	5000	35000	50000
L1822	24000	55000	75000
L1823	21000	55000	70000
L1824	25000	60000	80000
L1825	5000	40000	50000
L1826	5000	40000	50000
L1827	60000	110000	130000
L1828	5000	45000	65000
L1829	30000	90000	110000
L1830	3000	65000	85000
L1831	20000	80000	100000
L1832	9000	60000	80000
L1833	2000	29000	38000
L1834	10000	45000	60000
L1835	10000	55000	70000
L1836	30000	80000	100000
L1837	45000	80000	110000
L1838	5000	60000	75000
L1839	25000	100000	125000
L1840	5000	30000	40000
L1841	3000	27000	40000
L1842	5000	30000	38000
L1843	10000	65000	85000
L1844	5000	40000	55000
L1845	15000	55000	70000
L1846	3000	40000	55000
L1847	25000	115000	145000
L1848	30000	100000	125000
L1849	6000	75000	115000
L1850	5000	50000	60000
L1851	3000	65000	90000
L1852	10000	45000	60000
L1853	15000	35000	50000
L1854	5000	35000	45000
L1855	17000	80000	110000
L1856	10000	50000	70000
L1857	2000	65000	85000
L1858	2000	80000	100000
L1859	6000	40000	60000
L1860	20000	90000	140000
L1861	30000	180000	230000
L1862	5000	20000	25000
L1863	2000	20000	30000
L1864	50000	120000	155000
L1865	15000	75000	90000
L1866	5000	45000	70000
L1867	15000	50000	65000
L1868	2000	40000	65000
L1869	20000	75000	95000
L1870	10000	53000	65000
L1871	3000	25000	35000
L1872	10000	40000	50000
L1873	17000	75000	100000
L1874	3000	30000	40000
L1875	2000	30000	50000
L1876	30000	90000	130000
L1877	5000	25000	35000
L1878	20000	80000	100000
L1879	5000	55000	70000
L1880	2000	30000	45000
L1881	10000	40000	50000
L1882	6000	25000	35000
L1883	35000	65000	85000
L1884	15000	50000	60000
L1885	2000	15000	20000
L1886	3000	20000	35000
L1887	3000	40000	60000
L1888	14000	65000	90000
L1889	5000	38000	50000
L1890	25000	150000	200000
L1891	3000	22000	30000
L1892	30000	175000	210000
L1893	5000	60000	80000
L1894	25000	100000	125000
L1895	5000	40000	50000
L1896	20000	70000	90000
L1897	30000	60000	80000
L1898	36000	120000	160000
L1899	5000	50000	75000
L1900	50000	150000	200000
L1901	5000	55000	70000
L1902	25000	110000	135000
L1903	12000	30000	40000
L1904	32000	80000	130000
L1905	3000	30000	40000
L1906	2000	30000	40000
L1907	10000	42000	55000
L1908	25000	90000	125000
L1909	22000	75000	90000
L1910	3000	20000	25000
L1911	2000	10000	20000
L1912	5000	50000	65000
L1913	3000	30000	45000
L1914	20000	110000	140000
L1915	50000	200000	250000
L1916	65000	130000	165000
L1917	3000	30000	50000
L1918	20000	80000	120000
L1919	6000	60000	80000
L1920	3000	45000	65000
L1921	12000	80000	100000
L1922	3000	50000	85000
L1923	2000	50000	90000
L1924	5000	110000	130000
L1925	3000	20000	40000
L1926	14000	40000	60000
L1927	15000	45000	60000
L1928	5000	50000	75000
L1929	30000	155000	190000
L1930	36000	150000	210000
L1931	3000	25000	35000
L1932	5000	40000	60000
L1933	3000	25000	35000
L1934	30000	140000	170000
L1935	5000	37000	45000
L1936	12000	25000	35000
L1937	3000	40000	50000
L1938	3000	30000	40000
L1939	10000	30000	37000
L1940	5000	40000	53000
L1941	20000	80000	110000
L1942	2000	20000	30000
L1943	3000	30000	40000
L1944	400	40000	50000
L1945	150000	350000	420000
L1946	3000	35000	50000
L1947	20000	60000	80000
L1948	5000	40000	50000
L1949	18000	90000	130000
L1950	10000	45000	60000
L1951	3000	40000	55000
L1952	12000	60000	80000
L1953	2000	30000	50000
L1954	25000	115000	140000
L1955	25000	80000	110000
L1956	3000	25000	35000
L1957	5000	30000	40000
L1958	3000	15000	20000
L1959	25000	100000	125000
L1960	6000	25000	35000
L1961	24000	90000	120000
L1962	2000	30000	50000
L1963	3000	45000	60000
L1964	3000	30000	45000
L1965	36000	100000	160000
L1966	3000	35000	50000
L1967	3000	35000	60000
L1968	3000	35000	50000
L1969	3000	20000	35000
L1970	36000	100000	130000
L1971	30000	100000	150000
L1972	3000	25000	50000
L1973	5000	35000	50000
L1974	30000	100000	125000
L1975	35000	70000	100000
L1976	24000	60000	80000
L1977	3000	25000	40000
L1978	11000	40000	55000
L1979	5000	70000	90000
L1980	2000	15000	25000
L1981	36000	90000	120000
L1982	12000	60000	80000
L1983	3000	30000	40000
L1984	15000	60000	80000
L1985	3000	20000	30000
L1986	26000	80000	100000
L1987	3000	55000	70000
L1988	42000	190000	220000
L1989	9000	35000	50000
L1990	3000	15000	25000
L1991	15000	33000	42000
L1992	15000	50000	65000
L1993	20000	90000	120000
L1994	3000	18000	26000
L1995	5000	45000	65000
L1996	16000	75000	100000
L1997	5000	45000	65000
L1998	35000	55000	75000
L1999	3000	15000	25000
L2000	20000	160000	210000
L2001	2000	23000	35000
L2002	25000	80000	100000
L2003	30000	55000	75000
L2004	3000	40000	70000
L2005	5000	25000	35000
L2006	5000	40000	60000
L2007	1000	8000	15000
L2008	25000	80000	110000
L2009	3000	35000	55000
L2010	50000	100000	130000
L2011	6000	35000	45000
L2012	2000	20000	40000
L2013	3000	30000	45000
L2014	9000	35000	50000
L2015	25000	120000	150000
L2016	5000	35000	44000
L2017	10000	30000	40000
L2018	30000	100000	125000
L2019	6000	60000	80000
L2020	3000	40000	60000
L2021	8000	40000	60000
L2022	3000	35000	50000
L2023	15000	55000	70000
L2024	12000	30000	40000
L2025	3000	80000	100000
L2026	3000	30000	45000
L2027	15000	60000	75000
L2028	3000	65000	80000
L2029	25000	90000	110000
L2030	5000	35000	45000
L2031	28000	120000	150000
L2032	8000	60000	75000
L2033	3000	30000	50000
L2034	25000	100000	125000
L2035	40000	130000	160000
L2036	50000	165000	230000
L2037	5000	25000	31000
L2038	2000	30000	50000
L2039	10000	70000	85000
L2040	25000	120000	170000
L2041	10000	65000	80000
L2042	5000	35000	50000
L2043	40000	90000	125000
L2044	5000	30000	40000
L2045	3000	30000	45000
L2046	25000	65000	90000
L2047	12000	30000	45000
L2048	3000	30000	50000
L2049	5000	35000	55000
L2050	3000	30000	40000
L2051	50000	100000	125000
L2052	3000	30000	40000
L2053	16000	50000	70000
L2054	5000	25000	45000
L2055	3000	20000	25000
L2056	3000	20000	35000
L2057	14000	40000	50000
L2058	40000	90000	110000
L2059	3000	20000	35000
L2060	3000	35000	55000
L2061	20000	70000	100000
L2062	10000	80000	120000
L2063	2000	25000	35000
L2064	3000	20000	35000
L2065	2000	25000	35000
L2066	10000	33000	45000
L2067	5000	60000	80000
L2068	50000	80000	100000
L2069	10000	40000	60000
L2070	5000	30000	40000
L2071	20000	50000	65000
L2072	20000	180000	230000
L2073	6000	45000	65000
L2074	45000	150000	185000
L2075	3000	40000	65000
L2076	20000	120000	200000
L2077	15000	65000	80000
L2078	3000	35000	45000
L2079	3000	20000	30000
L2080	3000	30000	45000
L2081	15000	65000	85000
L2082	3000	20000	35000
L2083	25000	70000	85000
L2084	25000	70000	85000
L2085	5000	25000	35000
L2086	40000	110000	160000
L2087	5000	50000	80000
L2088	25000	135000	175000
L2089	10000	47000	60000
L2090	5000	25000	40000
L2091	5000	80000	100000
L2092	3000	25000	40000
L2093	5000	20000	35000
L2094	70000	110000	140000
L2095	9000	35000	50000
L2096	20000	65000	95000
L2097	3000	40000	60000
L2098	15000	70000	85000
L2099	2000	25000	45000
L2100	5000	45000	55000
L2101	25000	125000	155000
L2102	3000	30000	45000
L2103	5000	35000	50000
L2104	3000	25000	40000
L2105	20000	60000	75000
L2106	15000	65000	80000
L2107	20000	80000	100000
L2108	3000	30000	45000
L2109	15000	45000	60000
L2110	15000	60000	85000
L2111	5000	22000	28000
L2112	10000	50000	62000
L2113	16000	100000	130000
L2114	5000	35000	50000
L2115	3000	30000	40000
L2116	30000	120000	150000
L2117	36000	60000	90000
L2118	3000	30000	40000
L2119	3000	20000	30000
L2120	5000	45000	65000
L2121	3000	20000	30000
L2122	15000	65000	80000
L2123	5000	50000	85000
L2124	20000	120000	150000
L2125	12000	45000	65000
L2126	20000	60000	75000
L2127	16000	80000	100000
L2128	2000	30000	40000
L2129	20000	60000	75000
L2130	10000	40000	50000
L2131	15000	70000	90000
L2132	16000	130000	180000
L2133	3000	24000	30000
L2134	30000	185000	225000
L2135	3000	30000	50000
L2136	40000	105000	135000
L2137	16000	120000	160000
L2138	3000	25000	40000
L2139	3000	30000	40000
L2140	36000	120000	160000
L2141	3000	25000	40000
L2142	2000	40000	60000
L2143	30000	100000	125000
L2144	8000	70000	100000
L2145	30000	90000	110000
L2146	2000	30000	45000
L2147	3000	20000	30000
L2148	10000	55000	70000
L2149	10000	50000	65000
L2150	60000	150000	180000
L2151	2000	20000	30000
L2152	25000	70000	90000
L2153	2000	40000	50000
L2154	40000	105000	125000
