L   1	[{"name":"SodaToTheBrimTask"},{"name":"LemonadeSeaTask","maxNumLemonadeBalloonsOnScreen":4,"minNumLemonadeBalloonsOnScreen":0,"spawnLemonadeBalloonAfterNumSwitches":0,"numLemonadeDropsPerSplash":9,"autoFillLemonade":false,"sodaTypeIsSpecialCorrosive":false,"sodaTypeIsSpecialExplosive":false,"sodaTypeIsSpecialFishes":false,"manualFillRows":[[[2,7],[3,7],[4,7],[5,7],[6,7]],[[2,6],[3,6],[4,6],[5,6],[6,6]],[[2,5],[3,5],[4,5],[5,5],[6,5]],[[2,4],[3,4],[4,4],[5,4],[6,4]],[[2,3],[3,3],[4,3],[5,3],[6,3]],[[2,2],[3,2],[4,2],[5,2],[6,2]],[[2,1],[3,1],[4,1],[5,1],[6,1]]]}]
L 247	[{"name":"Bear Frosting","numberOfPossibleHiddenBears":5,"numberOfAlwaysHiddenBears":18}]
L 248	[{"preferredNumberOfGiantFishes":7,"name":"Bear Memory","preferredNumberOfGiantBears":2}]
L 249	[{"name":"SodaToTheBrimTask"},{"sodaTypeIsSpecialExplosive":false,"autoFillLemonade":false,"sodaTypeIsSpecialCorrosive":false,"manualFillRows":[[[4,7]],[[4,6]],[[4,5]],[[4,4]],[[4,3]],[[4,2]],[[4,1]],[[4,0]]],"spawnLemonadeBalloonAfterNumSwitches":0,"sodaTypeIsSpecialFishes":false,"minNumLemonadeBalloonsOnScreen":0,"maxNumLemonadeBalloonsOnScreen":0,"numLemonadeDropsPerSplash":9,"name":"LemonadeSeaTask"}]
L 250	[{"name":"ItemToTargetTask"},{"sodaTypeIsSpecialExplosive":false,"name":"LemonadeSeaTask","sodaTypeIsSpecialCorrosive":false,"sodaTypeIsSpecialFishes":false,"numLemonadeDropsPerSplash":9,"maxNumLemonadeBalloonsOnScreen":0,"spawnLemonadeBalloonAfterNumSwitches":0,"autoFillLemonade":false,"minNumLemonadeBalloonsOnScreen":0,"manualFillRows":[[[34,19],[33,19],[32,19],[31,19],[30,19],[29,19],[28,19],[26,19],[27,19]],[[26,18],[27,18],[28,18],[29,18],[30,18],[31,18],[32,18],[33,18],[34,18]],[[34,17],[33,17],[32,17],[31,17],[30,17],[29,17],[28,17],[27,17],[26,17]],[[34,16],[33,16],[32,16],[31,16],[30,16],[29,16],[28,16],[27,16],[26,16],[21,16],[20,16],[19,16],[18,16],[17,16],[16,16],[15,16],[14,16],[13,16],[13,15],[14,15],[15,15],[16,15],[17,15],[18,15],[19,15],[20,15],[21,15],[21,14],[20,14],[19,14],[18,14],[17,14],[16,14],[15,14],[14,14],[13,14],[13,13],[14,13],[15,13],[16,13],[17,13],[18,13],[19,13],[20,13],[21,13]],[[13,12],[14,12],[15,12],[16,12],[17,12],[18,12],[19,12],[20,12],[21,12]],[[13,11],[14,11],[15,11],[16,11],[17,11],[18,11],[19,11],[20,11],[21,11]],[[13,10],[14,10],[15,10],[16,10],[17,10],[18,10],[19,10],[20,10],[21,10]],[[21,9],[20,9],[19,9],[18,9],[17,9],[16,9],[15,9],[14,9],[13,9]],[[21,8],[20,8],[19,8],[18,8],[17,8],[16,8],[15,8],[14,8],[13,8],[8,8],[7,8],[6,8],[5,8],[4,8],[3,8],[2,8],[1,8],[0,8],[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[8,7],[8,6],[7,6],[6,6],[5,6],[4,6],[3,6],[2,6],[1,6],[0,6],[0,5],[1,5],[4,5],[5,5],[6,5],[7,5],[8,5],[3,5],[2,5],[0,4],[1,4],[2,4],[3,4],[4,4],[5,4],[6,4],[7,4],[8,4],[8,3],[7,3],[6,3],[5,3],[4,3],[3,3],[2,3],[1,3],[0,3],[0,2],[1,2],[2,2],[3,2],[4,2],[5,2],[6,2],[7,2],[8,2],[8,1],[7,1],[6,1],[5,1],[4,1],[3,1],[2,1],[1,1],[0,1],[0,0],[1,0],[2,0],[3,0],[4,0],[5,0],[6,0],[7,0],[8,0]]]}]
L 251	[{"numberOfPossibleHiddenBears":5,"name":"Bear Frosting","numberOfAlwaysHiddenBears":18}]
L 252	[{"name":"Bear Memory","preferredNumberOfGiantFishes":8,"preferredNumberOfGiantBears":50}]
L 253	[{"name":"taskRemoveChocolate","nrOfChocolateToWin":0}]
L 254	[{"numberOfAlwaysHiddenBears":18,"name":"Bear Frosting","numberOfPossibleHiddenBears":5}]
L 255	[{"preferredNumberOfGiantFishes":4,"name":"Bear Memory","preferredNumberOfGiantBears":6}]
L 256	[{"name":"CaramelColorTakeoverTask"}]
L 257	[{"name":"CaramelColorTakeoverTask"}]
L 258	[{"name":"CaramelColorTakeoverTask"}]
L 259	[{"name":"CaramelColorTakeoverTask"}]
L 260	[{"name":"CaramelColorTakeoverTask"}]
L 261	[{"name":"CaramelColorTakeoverTask"}]
L 262	[{"name":"CaramelColorTakeoverTask"}]
L 263	[{"name":"CaramelColorTakeoverTask"}]
L 264	[{"name":"CaramelColorTakeoverTask"}]
L 265	[{"name":"CaramelColorTakeoverTask"}]
L 266	[{"name":"CaramelColorTakeoverTask"}]
L 267	[{"name":"CaramelColorTakeoverTask"}]
L 268	[{"name":"CaramelColorTakeoverTask"}]
L 269	[{"name":"CaramelColorTakeoverTask"}]
L 270	[{"name":"CaramelColorTakeoverTask"}]
L 271	[{"name":"Bear Memory","preferredNumberOfGiantFishes":20,"preferredNumberOfGiantBears":50}]
L 272	[{"name":"ItemToTargetTask"},{"manualFillRows":[[[8,4],[7,4],[6,4],[5,4],[4,4],[3,4],[2,4],[1,4],[0,4]],[[0,3],[1,3],[2,3],[3,3],[4,3],[5,3],[6,3],[7,3],[8,3]],[[8,2],[7,2],[6,2],[5,2],[4,2],[3,2],[2,2],[1,2],[0,2]],[[0,1],[1,1],[2,1],[3,1],[4,1],[5,1],[6,1],[7,1],[8,1]],[[8,0],[7,0],[6,0],[5,0],[4,0],[3,0],[2,0],[1,0],[0,0]]],"autoFillLemonade":false,"sodaTypeIsSpecialFishes":false,"sodaTypeIsSpecialCorrosive":false,"maxNumLemonadeBalloonsOnScreen":0,"numLemonadeDropsPerSplash":9,"sodaTypeIsSpecialExplosive":false,"spawnLemonadeBalloonAfterNumSwitches":0,"name":"LemonadeSeaTask","minNumLemonadeBalloonsOnScreen":0}]
L 273	[{"name":"ItemToTargetTask"},{"manualFillRows":[[[8,25]],[[8,24]],[[8,23]],[[8,22]],[[8,21]],[[8,20]],[[8,19]],[[8,18]],[[8,17]],[[8,16]],[[8,15]],[[8,14]],[[8,13]],[[8,12]],[[8,11]],[[8,9]],[[8,8]],[[8,7]],[[8,6]],[[8,5]],[[8,4]],[[8,3]],[[8,2]],[[8,1]],[[8,0]]],"spawnLemonadeBalloonAfterNumSwitches":1,"numLemonadeDropsPerSplash":9,"maxNumLemonadeBalloonsOnScreen":1,"autoFillLemonade":false,"name":"LemonadeSeaTask","minNumLemonadeBalloonsOnScreen":1}]
L 274	[{"name":"CaramelColorTakeoverTask"}]
L 275	[{"name":"CaramelColorTakeoverTask"}]
L 276	[{"name":"taskRemoveChocolate","nrOfChocolateToWin":0}]
L 277	[{"name":"SodaToTheBrimTask"},{"autoFillLemonade":false,"numLemonadeDropsPerSplash":9,"spawnLemonadeBalloonAfterNumSwitches":0,"manualFillRows":[[[8,5],[7,5],[6,5],[5,5],[4,5],[3,5],[2,5],[1,5],[0,5]],[[0,4],[1,4],[2,4],[3,4],[4,4],[5,4],[6,4],[7,4],[8,4]],[[8,3],[7,3],[6,3],[5,3],[4,3],[3,3],[2,3],[1,3],[0,3]],[[0,2],[1,2],[2,2],[3,2],[4,2],[5,2],[6,2],[7,2],[8,2]],[[8,1],[7,1],[6,1],[5,1],[4,1],[3,1],[2,1],[1,1],[0,1]],[[0,0],[1,0],[2,0],[3,0],[4,0],[5,0],[6,0],[7,0],[8,0]]],"minNumLemonadeBalloonsOnScreen":0,"sodaTypeIsSpecialExplosive":false,"sodaTypeIsSpecialFishes":false,"sodaTypeIsSpecialCorrosive":false,"name":"LemonadeSeaTask","maxNumLemonadeBalloonsOnScreen":0}]
L 278	[{"numberOfAlwaysHiddenBears":18,"numberOfPossibleHiddenBears":5,"name":"Bear Frosting"}]
L 279	[{"name":"CaramelColorTakeoverTask"}]
L 280	[{"name":"Bear Memory","preferredNumberOfGiantFishes":2,"preferredNumberOfGiantBears":8}]
L 281	[{"name":"ItemToTargetTask"},{"maxNumLemonadeBalloonsOnScreen":3,"autoFillLemonade":false,"numLemonadeDropsPerSplash":9,"spawnLemonadeBalloonAfterNumSwitches":5,"manualFillRows":[[[8,26],[7,26],[6,26],[5,26],[4,26],[3,26],[2,26],[1,26],[0,26]],[[0,25],[1,25],[2,25],[3,25],[4,25],[5,25],[6,25],[7,25],[8,25]],[[8,24],[7,24],[6,24],[5,24],[4,24],[3,24],[2,24],[1,24],[0,24]],[[0,23],[1,23],[2,23],[3,23],[4,23],[5,23],[6,23],[7,23],[8,23]],[[8,22],[7,22],[6,22],[5,22],[4,22],[3,22],[2,22],[1,22],[0,22]],[[0,21],[1,21],[2,21],[3,21],[4,21],[5,21],[6,21],[7,21],[8,21]],[[8,20],[7,20],[6,20],[5,20],[4,20],[3,20],[2,20],[1,20],[0,20]],[[0,19],[1,19],[2,19],[3,19],[4,19],[5,19],[6,19],[7,19],[8,19]],[[7,18],[6,18],[5,18],[4,18],[3,18],[2,18],[1,18]],[[0,17],[1,17],[2,17],[3,17],[4,17],[5,17],[6,17],[7,17],[8,17]],[[8,16],[7,16],[6,16],[5,16],[4,16],[3,16],[2,16],[1,16],[0,16]],[[0,15],[1,15],[2,15],[3,15],[4,15],[5,15],[6,15],[7,15],[8,15]],[[8,14],[7,14],[6,14],[5,14],[4,14],[3,14],[2,14],[1,14],[0,14]],[[0,13],[1,13],[2,13],[3,13],[4,13],[5,13],[6,13],[7,13],[8,13]],[[8,12],[7,12],[6,12],[5,12],[4,12],[3,12],[2,12],[1,12],[0,12]],[[0,11],[1,11],[2,11],[3,11],[4,11],[5,11],[6,11],[7,11],[8,11]],[[7,10],[6,10],[5,10],[4,10],[3,10],[2,10],[1,10]],[[8,9],[7,9],[6,9],[5,9],[4,9],[3,9],[2,9],[1,9],[0,9]],[[0,8],[1,8],[2,8],[3,8],[4,8],[5,8],[6,8],[7,8],[8,8]],[[8,7],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7],[0,7]],[[0,6],[1,6],[2,6],[3,6],[4,6],[5,6],[6,6],[7,6],[8,6]],[[8,5],[7,5],[6,5],[5,5],[4,5],[3,5],[2,5],[1,5],[0,5]],[[0,4],[1,4],[2,4],[3,4],[4,4],[5,4],[6,4],[7,4],[8,4]],[[8,3],[7,3],[6,3],[5,3],[4,3],[3,3],[2,3],[1,3],[0,3]],[[0,2],[1,2],[2,2],[3,2],[4,2],[5,2],[6,2],[7,2],[8,2]],[[8,1],[7,1],[6,1],[5,1],[4,1],[3,1],[2,1],[1,1],[0,1]],[[0,0],[1,0],[2,0],[3,0],[4,0],[5,0],[6,0],[7,0],[8,0]]],"minNumLemonadeBalloonsOnScreen":2,"name":"LemonadeSeaTask"}]
L 282	[{"numberOfPossibleHiddenBears":5,"name":"Bear Frosting","numberOfAlwaysHiddenBears":18}]
L 283	[{"name":"CaramelColorTakeoverTask"}]
L 284	[{"preferredNumberOfGiantFishes":20,"name":"Bear Memory","preferredNumberOfGiantBears":50}]
L 285	[{"numberOfPossibleHiddenBears":5,"name":"Bear Frosting","numberOfAlwaysHiddenBears":18}]
L 286	[{"name":"CaramelColorTakeoverTask"}]
L 287	[{"name":"CaramelColorTakeoverTask"}]
L 288	[{"name":"CaramelColorTakeoverTask"}]
L 289	[{"preferredNumberOfGiantFishes":20,"preferredNumberOfGiantBears":50,"name":"Bear Memory"}]
L 290	[{"name":"ItemToTargetTask"},{"sodaTypeIsSpecialExplosive":false,"autoFillLemonade":false,"sodaTypeIsSpecialCorrosive":false,"manualFillRows":[[[2,7],[3,7],[4,7],[5,7],[6,7]],[[2,6],[3,6],[4,6],[5,6],[6,6]],[[6,5],[5,5],[4,5],[3,5],[2,5]],[[2,4],[3,4],[4,4],[5,4],[6,4]],[[6,3],[5,3],[4,3],[3,3],[2,3]],[[2,2],[3,2],[4,2],[5,2],[6,2]],[[6,1],[5,1],[4,1],[3,1],[2,1]],[[2,0],[3,0],[4,0],[5,0],[6,0]]],"spawnLemonadeBalloonAfterNumSwitches":6,"sodaTypeIsSpecialFishes":false,"minNumLemonadeBalloonsOnScreen":1,"maxNumLemonadeBalloonsOnScreen":1,"numLemonadeDropsPerSplash":9,"name":"LemonadeSeaTask"}]
L 291	[{"name":"SodaToTheBrimTask"},{"name":"LemonadeSeaTask","sodaTypeIsSpecialFishes":false,"spawnLemonadeBalloonAfterNumSwitches":6,"sodaTypeIsSpecialExplosive":false,"minNumLemonadeBalloonsOnScreen":1,"autoFillLemonade":false,"numLemonadeDropsPerSplash":9,"manualFillRows":[[[0,6],[1,6],[2,6],[3,6],[4,6],[5,6],[6,6],[7,6],[8,6]],[[0,5],[1,5],[2,5],[3,5],[4,5],[5,5],[6,5],[7,5],[8,5]],[[0,4],[1,4],[2,4],[3,4],[4,4],[5,4],[6,4],[7,4],[8,4]],[[8,3],[7,3],[6,3],[5,3],[4,3],[3,3],[2,3],[1,3],[0,3]],[[0,2],[1,2],[2,2],[3,2],[4,2],[5,2],[6,2],[7,2],[8,2]],[[8,1],[7,1],[6,1],[5,1],[4,1],[3,1],[2,1],[1,1],[0,1]],[[0,0],[1,0],[2,0],[3,0],[4,0],[5,0],[6,0],[7,0],[8,0]]],"maxNumLemonadeBalloonsOnScreen":2,"sodaTypeIsSpecialCorrosive":false}]
L 292	[{"chanceToGrow":50,"name":"taskRemoveCookie","gumLevel":2,"cookiesToWin":0}]
L 293	[{"name":"CaramelColorTakeoverTask"}]
L 294	[{"preferredNumberOfGiantBears":3,"name":"Bear Memory","preferredNumberOfGiantFishes":50}]
L 295	[{"name":"Bear Frosting","numberOfAlwaysHiddenBears":18,"numberOfPossibleHiddenBears":5}]
L 296	[{"nrOfChocolateToWin":0,"name":"taskRemoveChocolate"}]
L 297	[{"name":"CaramelColorTakeoverTask"}]
L 298	[{"name":"ItemToTargetTask"},{"name":"LemonadeSeaTask","maxNumLemonadeBalloonsOnScreen":0,"minNumLemonadeBalloonsOnScreen":0,"spawnLemonadeBalloonAfterNumSwitches":0,"numLemonadeDropsPerSplash":9,"autoFillLemonade":false,"sodaTypeIsSpecialCorrosive":false,"sodaTypeIsSpecialExplosive":false,"sodaTypeIsSpecialFishes":false,"manualFillRows":[[[0,13],[1,13],[2,13],[3,13],[4,13],[5,13],[0,14],[1,14],[2,14],[3,14],[4,14],[5,14],[0,15],[1,15]],[[0,16],[1,16],[0,17],[1,17],[0,18],[1,18],[0,19],[1,19],[2,19],[0,20],[1,20],[2,20]],[[7,18],[8,18],[3,19],[4,19],[5,19],[6,19],[7,19],[8,19],[3,20],[4,20],[5,20],[6,20],[7,20],[8,20]],[[7,13],[8,13],[7,14],[8,14],[7,15],[8,15],[7,16],[8,16],[7,17],[8,17]],[[23,10],[24,10],[23,11],[24,11],[23,12],[24,12]],[[25,10],[26,10],[25,11],[26,11],[25,12],[26,12]],[[27,10],[28,10],[27,11],[28,11],[27,12],[28,12]],[[29,10],[30,10],[31,10],[29,11],[30,11],[31,11],[29,12],[30,12],[31,12]],[[16,6],[17,6],[18,6],[19,6],[20,6],[21,6],[22,6],[23,6],[24,6]],[[16,5],[17,5],[18,5],[19,5],[20,5],[21,5],[22,5],[23,5],[24,5]],[[16,4],[17,4],[18,4],[19,4],[20,4],[21,4],[22,4],[23,4],[24,4]],[[16,3],[17,3],[18,3],[19,3],[20,3],[21,3],[22,3],[23,3],[24,3]],[[16,2],[17,2],[18,2],[19,2],[20,2],[21,2],[22,2],[23,2],[24,2]],[[16,1],[17,1],[18,1],[19,1],[20,1],[21,1],[22,1],[23,1],[24,1]],[[16,0],[17,0],[18,0],[19,0],[20,0],[21,0],[22,0],[23,0],[24,0]]]}]
L 299	[{"name":"CaramelColorTakeoverTask"}]
L 300	[{"preferredNumberOfGiantFishes":20,"name":"Bear Memory","preferredNumberOfGiantBears":3}]
L 301	[{"name":"SodaToTheBrimTask"},{"name":"LemonadeSeaTask","maxNumLemonadeBalloonsOnScreen":2,"minNumLemonadeBalloonsOnScreen":1,"spawnLemonadeBalloonAfterNumSwitches":4,"numLemonadeDropsPerSplash":9,"autoFillLemonade":false,"sodaTypeIsSpecialCorrosive":false,"sodaTypeIsSpecialExplosive":false,"sodaTypeIsSpecialFishes":false,"manualFillRows":[[[3,5],[4,5],[5,5]],[[0,4],[1,4],[2,4],[3,4],[4,4],[5,4],[6,4],[7,4],[8,4]],[[0,3],[1,3],[2,3],[3,3],[4,3],[5,3],[6,3],[7,3],[8,3]],[[0,2],[1,2],[2,2],[3,2],[4,2],[5,2],[6,2],[7,2],[8,2]],[[0,1],[1,1],[2,1],[3,1],[4,1],[5,1],[6,1],[7,1],[8,1]],[[0,0],[1,0],[2,0],[3,0],[4,0],[5,0],[6,0],[7,0],[8,0]]]}]
L 302	[{"name":"CaramelColorTakeoverTask"}]
L 303	[{"name":"Bear Frosting","numberOfPossibleHiddenBears":5,"numberOfAlwaysHiddenBears":18}]
L 304	[{"preferredNumberOfGiantFishes":20,"name":"Bear Memory","preferredNumberOfGiantBears":50}]
L 305	[{"name":"ItemToTargetTask"},{"sodaTypeIsSpecialCorrosive":false,"spawnLemonadeBalloonAfterNumSwitches":0,"minNumLemonadeBalloonsOnScreen":0,"maxNumLemonadeBalloonsOnScreen":0,"manualFillRows":[[[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7]],[[1,6],[2,6],[3,6],[4,6],[5,6],[6,6],[7,6]],[[1,5],[2,5],[3,5],[4,5],[5,5],[6,5],[7,5]],[[2,4],[3,4],[4,4],[5,4],[6,4],[7,4],[1,4]],[[1,3],[2,3],[3,3],[4,3],[5,3],[6,3],[7,3]],[[1,2],[2,2],[3,2],[4,2],[5,2],[6,2],[7,2]],[[1,1],[2,1],[3,1],[4,1],[5,1],[6,1],[7,1]],[[1,0],[2,0],[3,0],[4,0],[5,0],[6,0],[7,0]]],"autoFillLemonade":false,"numLemonadeDropsPerSplash":9,"sodaTypeIsSpecialExplosive":false,"sodaTypeIsSpecialFishes":false,"name":"LemonadeSeaTask"}]
L 306	[{"name":"CaramelColorTakeoverTask"}]
L 307	[{"nrOfChocolateToWin":0,"name":"taskRemoveChocolate"}]
L 308	[{"numberOfPossibleHiddenBears":5,"name":"Bear Frosting","numberOfAlwaysHiddenBears":18}]
L 309	[{"preferredNumberOfGiantFishes":20,"name":"Bear Memory","preferredNumberOfGiantBears":50}]
L 310	[{"name":"SodaToTheBrimTask"},{"sodaTypeIsSpecialCorrosive":false,"manualFillRows":[[[0,4],[1,4],[2,4],[3,4]],[[0,3],[1,3],[2,3],[3,3]],[[0,2],[1,2],[2,2],[3,2]],[[0,1],[1,1],[2,1],[3,1]],[[0,0],[1,0],[2,0],[3,0]],[[5,8],[6,8],[7,8],[8,8]],[[5,7],[6,7],[7,7],[8,7]],[[5,6],[6,6],[7,6],[8,6]],[[5,5],[6,5],[7,5],[8,5]],[[5,4],[6,4],[7,4],[8,4]],[[5,3],[6,3],[7,3],[8,3]],[[5,2],[6,2],[7,2],[8,2]],[[5,1],[6,1],[7,1],[8,1]],[[5,0],[6,0],[7,0],[8,0]]],"minNumLemonadeBalloonsOnScreen":1,"maxNumLemonadeBalloonsOnScreen":2,"numLemonadeDropsPerSplash":9,"sodaTypeIsSpecialExplosive":false,"name":"LemonadeSeaTask","sodaTypeIsSpecialFishes":false,"autoFillLemonade":false,"spawnLemonadeBalloonAfterNumSwitches":5}]
L 311	[{"name":"ItemToTargetTask"},{"name":"LemonadeSeaTask","maxNumLemonadeBalloonsOnScreen":0,"autoFillLemonade":false,"spawnLemonadeBalloonAfterNumSwitches":0,"manualFillRows":[],"minNumLemonadeBalloonsOnScreen":0,"sodaTypeIsSpecialFishes":false,"numLemonadeDropsPerSplash":9,"sodaTypeIsSpecialExplosive":false,"sodaTypeIsSpecialCorrosive":false}]
L 312	[{"name":"CaramelColorTakeoverTask"}]
L 313	[{"name":"SodaToTheBrimTask"},{"maxNumLemonadeBalloonsOnScreen":0,"sodaTypeIsOrangeCorrosive":false,"numLemonadeDropsPerSplash":9,"manualFillRows":[[[0,7],[1,7],[2,7],[3,7],[4,7],[5,7],[6,7],[7,7],[8,7]],[[8,6],[7,6],[6,6],[5,6],[4,6],[3,6],[2,6],[1,6],[0,6]],[[0,5],[1,5],[2,5],[3,5],[4,5],[5,5],[6,5],[7,5],[8,5]],[[8,4],[6,4],[5,4],[7,4],[4,4],[3,4],[2,4],[1,4],[0,4]],[[0,3],[1,3],[2,3],[3,3],[4,3],[5,3],[6,3],[7,3],[8,3]],[[0,2],[1,2],[2,2],[3,2],[4,2],[5,2],[6,2],[7,2],[8,2]],[[8,1],[7,1],[6,1],[5,1],[4,1],[3,1],[2,1],[1,1],[0,1],[0,0],[1,0],[2,0],[3,0],[4,0],[5,0],[6,0],[7,0],[8,0]]],"spawnLemonadeBalloonAfterNumSwitches":0,"minNumLemonadeBalloonsOnScreen":0,"autoFillLemonade":false,"name":"LemonadeSeaTask","sodaTypeIsOrangeExplosive":false,"sodaTypeIsOrangeFishes":false}]
L 314	[{"name":"Bear Frosting","numberOfPossibleHiddenBears":5,"numberOfAlwaysHiddenBears":18}]
L 315	[{"preferredNumberOfGiantFishes":20,"name":"Bear Memory","preferredNumberOfGiantBears":1}]
L 316	[{"name":"Bear Memory","preferredNumberOfGiantFishes":20,"preferredNumberOfGiantBears":50}]
L 317	[{"name":"taskRemoveChocolate","nrOfChocolateToWin":0}]
L 318	[{"name":"ItemToTargetTask"},{"name":"LemonadeSeaTask","numLemonadeDropsPerSplash":9,"maxNumLemonadeBalloonsOnScreen":2,"sodaTypeIsSpecialCorrosive":false,"spawnLemonadeBalloonAfterNumSwitches":3,"sodaTypeIsSpecialFishes":false,"minNumLemonadeBalloonsOnScreen":1,"manualFillRows":[[[0,25],[2,25],[3,25],[4,25],[5,25],[6,25],[8,25]],[[0,24],[2,24],[3,24],[4,24],[5,24],[6,24],[8,24]],[[0,23],[2,23],[3,23],[4,23],[6,23],[8,23],[5,23]],[[0,22],[2,22],[3,22],[4,22],[6,22],[8,22],[5,22]],[[0,21],[2,21],[3,21],[4,21],[5,21],[6,21],[8,21],[3,20],[4,20],[4,19],[5,20]],[[1,19],[7,19],[2,18],[6,18],[5,17],[3,17],[4,16],[4,15],[5,13],[3,13],[4,14],[4,13],[0,20],[8,20],[3,12],[3,11],[4,11],[5,11],[5,12],[4,12],[3,16],[0,15],[0,16],[0,17],[8,15],[8,16],[8,17],[0,14],[0,13],[0,12],[0,11],[8,14],[8,13],[8,12],[8,11]],[[8,10],[5,10],[4,10],[3,10],[0,10]],[[0,9],[3,9],[4,9],[5,9],[8,9]],[[8,8],[5,8],[4,8],[3,8],[0,8],[2,8],[6,8]],[[0,7],[2,7],[3,7],[4,7],[5,7],[6,7],[8,7]],[[8,6],[6,6],[5,6],[3,6],[2,6],[0,6],[0,5],[2,5],[3,5],[4,5],[5,5],[6,5],[8,5],[8,4],[6,4],[5,4],[4,4],[3,4],[2,4],[0,4],[0,3],[2,3],[3,3],[4,3],[5,3],[6,3],[8,3],[8,2],[6,2],[5,2],[4,2],[3,2],[2,2],[0,2],[0,1],[2,1],[3,1],[4,1],[5,1],[6,1],[8,1],[8,0],[6,0],[5,0],[4,0],[3,0],[2,0],[0,0],[4,6]]],"autoFillLemonade":false,"sodaTypeIsSpecialExplosive":false}]
L 319	[{"name":"CaramelColorTakeoverTask"}]
L 320	[{"name":"SodaToTheBrimTask"},{"sodaTypeIsSpecialCorrosive":false,"spawnLemonadeBalloonAfterNumSwitches":8,"minNumLemonadeBalloonsOnScreen":1,"maxNumLemonadeBalloonsOnScreen":2,"manualFillRows":[[[1,8],[2,8],[3,8],[4,8],[5,8],[6,8],[7,8],[8,8]],[[8,7],[7,7],[6,7],[5,7],[4,7],[3,7],[2,7],[1,7]],[[2,6],[3,6],[4,6],[5,6],[6,6],[7,6]],[[8,5],[7,5],[6,5],[5,5],[4,5],[3,5],[2,5],[1,5]],[[1,4],[2,4],[3,4],[4,4],[5,4],[6,4],[7,4],[8,4]],[[7,3],[6,3],[5,3],[4,3],[3,3],[2,3]],[[1,2],[2,2],[3,2],[4,2],[5,2],[6,2],[7,2],[8,2]],[[8,1],[7,1],[6,1],[5,1],[4,1],[3,1],[2,1],[1,1]]],"autoFillLemonade":false,"numLemonadeDropsPerSplash":9,"sodaTypeIsSpecialExplosive":false,"sodaTypeIsSpecialFishes":false,"name":"LemonadeSeaTask"}]
L 321	[{"numberOfAlwaysHiddenBears":18,"numberOfPossibleHiddenBears":5,"name":"Bear Frosting"}]
L 322	[{"name":"CaramelColorTakeoverTask"}]
L 323	[{"name":"ItemToTargetTask"},{"name":"LemonadeSeaTask","maxNumLemonadeBalloonsOnScreen":0,"minNumLemonadeBalloonsOnScreen":0,"spawnLemonadeBalloonAfterNumSwitches":0,"numLemonadeDropsPerSplash":9,"autoFillLemonade":false,"sodaTypeIsSpecialCorrosive":false,"sodaTypeIsSpecialExplosive":false,"sodaTypeIsSpecialFishes":false,"manualFillRows":[[[0,11],[1,11],[2,11],[3,11],[0,12],[1,12],[2,12],[3,12]],[[0,9],[1,9],[2,9],[3,9],[0,10],[1,10],[2,10],[3,10]],[[0,7],[1,7],[2,7],[3,7],[0,8],[1,8],[2,8],[3,8]],[[0,5],[1,5],[2,5],[3,5],[0,6],[1,6],[2,6],[3,6]],[[0,4],[1,4],[2,4],[3,4],[5,4],[6,4],[7,4],[8,4]],[[0,3],[1,3],[2,3],[3,3],[5,3],[6,3],[7,3],[8,3]],[[0,2],[1,2],[2,2],[3,2],[5,2],[6,2],[7,2],[8,2]],[[0,1],[1,1],[2,1],[3,1],[5,1],[6,1],[7,1],[8,1]],[[0,0],[1,0],[2,0],[3,0],[5,0],[6,0],[7,0],[8,0]]]}]
L 324	[{"numberOfPossibleHiddenBears":5,"name":"Bear Frosting","numberOfAlwaysHiddenBears":18}]
L 325	[{"name":"Bear Memory","preferredNumberOfGiantBears":50,"preferredNumberOfGiantFishes":20}]
L 326	[{"name":"CaramelColorTakeoverTask"}]
L 327	[{"numberOfAlwaysHiddenBears":18,"numberOfPossibleHiddenBears":5,"name":"Bear Frosting"}]
